Timestamp,Project,Model,Unit,Price,"Cashflow index",Deposit,"Closing Cost","Mortgage Payment","Mortgage Principal","Mortgage Interest",Rent,"Rent Expense","Rental Net Income","Net Cash Flow","Corresponding Date"
"2023-12-19 03:41:08",Parkhaus,"TYPE 2",,1219900,11,0,0,0,0,0,0,0,0,0,2024-11-01
"2023-12-19 03:41:08",Parkhaus,"TYPE 2",,1219900,12,0,0,0,0,0,0,0,0,0,2024-12-01
"2023-12-19 03:41:08",Parkhaus,"TYPE 2",,1219900,13,0,0,0,0,0,0,0,0,0,2025-01-01
"2023-12-19 03:41:08",Parkhaus,"TYPE 2",,1219900,14,0,0,0,0,0,0,0,0,0,2025-02-01
"2023-12-19 03:41:08",Parkhaus,"TYPE 2",,1219900,15,0,0,0,0,0,0,0,0,0,2025-03-01
"2023-12-19 03:41:08",Parkhaus,"TYPE 2",,1219900,16,0,0,0,0,0,0,0,0,0,2025-04-01
"2023-12-19 03:41:08",Parkhaus,"TYPE 2",,1219900,17,0,0,0,0,0,0,0,0,0,2025-05-01
"2023-12-19 03:41:08",Parkhaus,"TYPE 2",,1219900,18,0,0,0,0,0,0,0,0,0,2025-06-01
"2023-12-19 03:41:08",Parkhaus,"TYPE 2",,1219900,19,0,0,0,0,0,0,0,0,0,2025-07-01
"2023-12-19 03:41:08",Parkhaus,"TYPE 2",,1219900,20,60995,0,0,0,0,0,0,0,-60995,2025-08-01
"2023-12-19 03:41:08",Parkhaus,"TYPE 2",,1219900,21,60995,48795.998909324,5851,972,4879,3401,1348,2053,208286.07322225,2025-09-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,0,10000,0,0,0,0,0,0,0,-10000,2023-12-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,1,50995,0,0,0,0,0,0,0,-50995,2024-01-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,2,0,0,0,0,0,0,0,0,0,2024-02-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,3,30497.5,0,0,0,0,0,0,0,-30497.5,2024-03-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,4,0,0,0,0,0,0,0,0,0,2024-04-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,5,0,0,0,0,0,0,0,0,0,2024-05-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,6,30497.5,0,0,0,0,0,0,0,-30497.5,2024-06-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,7,0,0,0,0,0,0,0,0,0,2024-07-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,8,0,0,0,0,0,0,0,0,0,2024-08-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,9,0,0,0,0,0,0,0,0,0,2024-09-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,10,0,0,0,0,0,0,0,0,0,2024-10-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,11,0,0,0,0,0,0,0,0,0,2024-11-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,12,0,0,0,0,0,0,0,0,0,2024-12-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,13,0,0,0,0,0,0,0,0,0,2025-01-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,14,0,0,0,0,0,0,0,0,0,2025-02-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,15,0,0,0,0,0,0,0,0,0,2025-03-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,16,0,0,0,0,0,0,0,0,0,2025-04-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,17,0,0,0,0,0,0,0,0,0,2025-05-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,18,0,0,0,0,0,0,0,0,0,2025-06-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,19,0,0,0,0,0,0,0,0,0,2025-07-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,20,60995,0,0,0,0,0,0,0,-60995,2025-08-01
"2023-12-19 03:54:11",Parkhaus,"TYPE 2",,1219900,21,60995,48795.998909324,5851,972,4879,3401,1348,2053,208286.07322225,2025-09-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,0,10000,0,0,0,0,0,0,0,-10000,2023-12-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,1,50995,0,0,0,0,0,0,0,-50995,2024-01-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,2,0,0,0,0,0,0,0,0,0,2024-02-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,3,30497.5,0,0,0,0,0,0,0,-30497.5,2024-03-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,4,0,0,0,0,0,0,0,0,0,2024-04-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,5,0,0,0,0,0,0,0,0,0,2024-05-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,6,30497.5,0,0,0,0,0,0,0,-30497.5,2024-06-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,7,0,0,0,0,0,0,0,0,0,2024-07-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,8,0,0,0,0,0,0,0,0,0,2024-08-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,9,0,0,0,0,0,0,0,0,0,2024-09-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,10,0,0,0,0,0,0,0,0,0,2024-10-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,11,0,0,0,0,0,0,0,0,0,2024-11-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,12,0,0,0,0,0,0,0,0,0,2024-12-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,13,0,0,0,0,0,0,0,0,0,2025-01-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,14,0,0,0,0,0,0,0,0,0,2025-02-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,15,0,0,0,0,0,0,0,0,0,2025-03-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,16,0,0,0,0,0,0,0,0,0,2025-04-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,17,0,0,0,0,0,0,0,0,0,2025-05-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,18,0,0,0,0,0,0,0,0,0,2025-06-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,19,0,0,0,0,0,0,0,0,0,2025-07-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,20,60995,0,0,0,0,0,0,0,-60995,2025-08-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,21,60995,48795.998909324,5851,972,4879,3401,1348,2053,-113588.99890932,2025-09-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,22,0,0,5851,976,4875,3409.3877834956,1351,2058.3877834956,-3792.6122165044,2025-10-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,23,0,0,5851,981,4870,3417.7962535281,1354,2063.7962535281,-3787.2037464719,2025-11-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,24,0,0,5851,986,4865,3426.2254611161,1358,2068.2254611161,-3782.7745388839,2025-12-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,25,0,0,5851,991,4860,3434.6754574039,1361,2073.6754574039,-3777.3245425961,2026-01-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,26,0,0,5851,996,4855,3443.1462936622,1365,2078.1462936622,-3772.8537063378,2026-02-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,27,0,0,5851,1001,4850,3451.6380212879,1368,2083.6380212879,-3767.3619787121,2026-03-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,28,0,0,5851,1006,4845,3460.1506918047,1372,2088.1506918047,-3762.8493081953,2026-04-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,29,0,0,5851,1011,4840,3468.6843568635,1375,2093.6843568635,-3757.3156431365,2026-05-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,30,0,0,5851,1016,4835,3477.2390682425,1378,2099.2390682425,-3751.7609317575,2026-06-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,31,0,0,5851,1021,4830,3485.8148778476,1381,2104.8148778476,-3746.1851221524,2026-07-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,32,0,0,5851,1026,4825,3494.4118377127,1385,2109.4118377127,-3741.5881622873,2026-08-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,33,0,0,5851,1031,4820,3503.03,1389,2114.03,-3736.97,2026-09-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,34,0,0,5851,1037,4814,3511.6694170005,1392,2119.6694170005,-3731.3305829995,2026-10-01
"2023-12-19 03:54:24",Parkhaus,"TYPE 2",,1219900,35,0,0,5851,1042,4809,3520.3301411339,1395,2125.3301411339,423494.54181523,2026-11-01
